raw_text,aspectTerms
"Given the incredible architecture surrounding it , this place has no character .","[{'term':'place', 'polarity':'negative'}]"
I 'd call it an ` italian dinner ' .,"[{'term':'dinner', 'polarity':'none'}]"
"While the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .","[{'term':'drinks', 'polarity':'positive'}]"
"While the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .","[{'term':'place', 'polarity':'negative'}]"
Have frequented ` ino for several years and the food remains excellent .,"[{'term':'food', 'polarity':'positive'}]"
"Their eggplant is so delicate , sweet tender !","[{'term':'eggplant', 'polarity':'positive'}]"
"Each bite of food at Kai was indeed delicious , fresh , and elegant .","[{'term':'food', 'polarity':'positive'}]"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .,"[{'term':'food', 'polarity':'positive'}]"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .,"[{'term':'quality of food', 'polarity':'positive'}]"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .,"[{'term':'priced', 'polarity':'none'}]"
My friend got the mushroom pizza which tasted better .,"[{'term':'mushroom pizza', 'polarity':'positive'}]"
"I had the cod with paella -LRB- spicy and very filling , I 'm a big eater and could only eat half -RRB- while my boyfriend had the classic fish and chips -LRB- again , a big serving - at least 5 pieces of fish and a basketful of fries -RRB- .","[{'term':'cod with paella', 'polarity':'negative'}]"
"I had the cod with paella -LRB- spicy and very filling , I 'm a big eater and could only eat half -RRB- while my boyfriend had the classic fish and chips -LRB- again , a big serving - at least 5 pieces of fish and a basketful of fries -RRB- .","[{'term':'fish and chips', 'polarity':'negative'}]"
"I had the cod with paella -LRB- spicy and very filling , I 'm a big eater and could only eat half -RRB- while my boyfriend had the classic fish and chips -LRB- again , a big serving - at least 5 pieces of fish and a basketful of fries -RRB- .","[{'term':'serving', 'polarity':'negative'}]"
"I had the cod with paella -LRB- spicy and very filling , I 'm a big eater and could only eat half -RRB- while my boyfriend had the classic fish and chips -LRB- again , a big serving - at least 5 pieces of fish and a basketful of fries -RRB- .","[{'term':'fish', 'polarity':'none'}]"
"I had the cod with paella -LRB- spicy and very filling , I 'm a big eater and could only eat half -RRB- while my boyfriend had the classic fish and chips -LRB- again , a big serving - at least 5 pieces of fish and a basketful of fries -RRB- .","[{'term':'fries', 'polarity':'none'}]"
"It 's a shame that a nice , convenient place like the Pink Pony can be so ruined by lousy service .","[{'term':'place', 'polarity':'positive'}]"
"It 's a shame that a nice , convenient place like the Pink Pony can be so ruined by lousy service .","[{'term':'service', 'polarity':'negative'}]"
You should pass on the calamari .,"[{'term':'calamari', 'polarity':'negative'}]"
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .","[{'term':'porcini mushroom pasta special', 'polarity':'negative'}]"
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .","[{'term':'seafood tagliatelle', 'polarity':'negative'}]"
Try the spicy wontons and the salt pepper shrimps .,"[{'term':'spicy wontons', 'polarity':'positive'}]"
Try the spicy wontons and the salt pepper shrimps .,"[{'term':'salt pepper shrimps', 'polarity':'positive'}]"
THE FOOD PORTIONS ARE REALLY LARGE .,"[{'term':'FOOD PORTIONS', 'polarity':'positive'}]"
The fries are yummy .,"[{'term':'fries', 'polarity':'positive'}]"
"Friendly and informative staff , very attentive and prompt raw bar service .","[{'term':'staff', 'polarity':'positive'}]"
"Friendly and informative staff , very attentive and prompt raw bar service .","[{'term':'bar service', 'polarity':'positive'}]"
Best Taiwanese food in NY !,"[{'term':'Taiwanese food', 'polarity':'positive'}]"
This place is a great stop for great food .,"[{'term':'food', 'polarity':'positive'}]"
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City .,"[{'term':'pastas', 'polarity':'positive'}]"
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City .,"[{'term':'homemade lasagna', 'polarity':'positive'}]"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip , which was generous , I feel .","[{'term':'dessert menu', 'polarity':'none'}]"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip , which was generous , I feel .","[{'term':'tip', 'polarity':'positive'}]"
And the prices were way to high for what you get .,"[{'term':'prices', 'polarity':'negative'}]"
The staff ignored my friends and I the entire time we were there .,"[{'term':'staff', 'polarity':'negative'}]"
"Yet paired with such rude service , would never recommend for anyone interested in carrying any kind of conversation while there .","[{'term':'service', 'polarity':'negative'}]"
"The in-house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .","[{'term':'music', 'polarity':'positive'}]"
"The in-house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .","[{'term':'in-house lady DJ', 'polarity':'positive'}]"
"I need at least three rolls to be full , and that 's at least $ 14.00 !","[{'term':'rolls', 'polarity':'none'}]"
"Great wine list , reasonably priced . -- Sara","[{'term':'wine list', 'polarity':'positive'}]"
"Great wine list , reasonably priced . -- Sara","[{'term':'priced', 'polarity':'positive'}]"
The hot dogs were cold in the middle and the buns were stale .,"[{'term':'hot dogs', 'polarity':'negative'}]"
The hot dogs were cold in the middle and the buns were stale .,"[{'term':'buns', 'polarity':'negative'}]"
"While the food was excellent , it was n't cheap -LRB- though not extremely expensive either -RRB- .","[{'term':'food', 'polarity':'positive'}]"
Beef noodle soup is good as well .,"[{'term':'Beef noodle soup', 'polarity':'positive'}]"
Delivery service is great too .,"[{'term':'Delivery service', 'polarity':'positive'}]"
"The food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .","[{'term':'food', 'polarity':'positive'}]"
"The food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .","[{'term':'Thai cuisine', 'polarity':'positive'}]"
"The food 's dazzling flavors overwhelm the palate , truly embracing the beauty of authentic Thai cuisine .","[{'term':'flavors', 'polarity':'positive'}]"
I recieved prompt service with a smile .,"[{'term':'service', 'polarity':'positive'}]"
They pray to their Food Gods to make them into a good pizza like VT 's .,"[{'term':'pizza', 'polarity':'negative'}]"
The place was quiet and delightful .,"[{'term':'place', 'polarity':'positive'}]"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"[{'term':'food', 'polarity':'positive'}]"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"[{'term':'food', 'polarity':'positive'}]"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"[{'term':'herbs', 'polarity':'positive'}]"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"[{'term':'tomatoes', 'polarity':'positive'}]"
"As much as I like the food there , I ca n't bring myself to go back .","[{'term':'food', 'polarity':'positive'}]"
It looked like shredded cheese partly done - still in strips .,"[{'term':'shredded cheese', 'polarity':'negative'}]"
The prices and ambience are especially great considering it 's in the West Village .,"[{'term':'prices', 'polarity':'positive'}]"
The prices and ambience are especially great considering it 's in the West Village .,"[{'term':'ambience', 'polarity':'positive'}]"
The soup is pretty good too .,"[{'term':'soup', 'polarity':'positive'}]"
It is so easy to get a reservation at a top place in NYC with a week 's notice .,"[{'term':'reservation', 'polarity':'positive'}]"
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats .,"[{'term':'root vegetables', 'polarity':'positive'}]"
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats .,"[{'term':'mushroom consomme', 'polarity':'positive'}]"
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats .,"[{'term':'chef', 'polarity':'positive'}]"
"If you go to Roth 's try to be served by Mike , he is GREAT !!","[{'term':'served', 'polarity':'positive'}]"
